name,comment_id,reply_name,reply_text,source,text
iPhone 6,回复<a href='http://m.weibo.cn/n/鸭爷2018'>@鸭爷2018</a>:看你起这名就是个垃圾鸭子，看你一眼都他妈脏眼睛。抽你，你倒是想的美，不想当中国人可以滚。,4087718886068243,回复<a href='http://m.weibo.cn/n/哈喽灰翼之寂'>@哈喽灰翼之寂</a>:那你倒是揍啊？揍我瞧瞧……,哈喽灰翼之寂,鸭爷2018
360奇酷手机（金色）,回复<a href='http://m.weibo.cn/n/李晶磊'>@李晶磊</a>:得了吧，我们这连他家的超市都没有，一点影响都没，再说了，超市多得很，谁还找不到工作咋的？今天这个社会找不到工作只能说蠢到家了吧呵呵,4087718885636493,然后中国员工大量失业,千里雾蒙蒙,李晶磊
三星android智能手机,回复<a href='http://m.weibo.cn/n/李晶磊'>@李晶磊</a>:你担心这个掏钱救济救济,4087718856231239,然后中国员工大量失业,肥肥的暖暖,李晶磊
微博 weibo.com,"回复<a href='http://m.weibo.cn/n/野生凹凸曼曼'>@野生凹凸曼曼</a>:你肥的跟头猪似的，又蠢又肥<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>",4087718839428368,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:智障啊,羞涩的起哄架秧子星人,野生凹凸曼曼
魅族 MX4,回复<a href='http://m.weibo.cn/n/风无影134521'>@风无影134521</a>:辣鸡汉奸，多的是工作。乐天关了还有其他家，你当华润大润等等发是死的？,4087718776896599,没人管下岗职工的死活，他们只管&quot;爱国&quot;,每天都失眠的D,风无影134521
荣耀7 世界有点不同,回复<a href='http://m.weibo.cn/n/钓鱼FISHING'>@钓鱼FISHING</a>:因为韩国是拿刀杀人的，而美国是递刀怂恿的，你说刀马上架你脖子了，你是先打杀你的还是先打递刀的？,4087718755883529,回复<a href='http://m.weibo.cn/n/杨梵希全国总代'>@杨梵希全国总代</a>:萨德是美国部署在韩国的，为什么不抵制美国，说别人工作不要紧可以再找的，为什么不扔掉苹果手机，再买华为小米,紫苏_十三,钓鱼FISHING
OPPO R9,没事，关了过年其他超市可以开起来，也可以把那些就业承担起来的,4087718713658463,-,lemongirl---,-
Android,"回复<a href='http://m.weibo.cn/n/杨梵希全国总代'>@杨梵希全国总代</a>:层主挺住<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>心疼你，真的",4087718696424290,失业的中国人可以再找工作，远比韩狗赚着中国人的钱，买着萨德对准中国要强的多，那些员工的工资影响的了韩国花钱整萨德对准中国吗？但一天1千多亿韩元损失是个小小的打击吧！个人意见，喷子狗千万别点我回复我！,自定义失效,杨梵希全国总代
持久到离谱 魅蓝Note5,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:评论某些人真的是把他给能的🙊 ,4087718658786227,希望政府能安顿中国员工吧。。,Xjying_captain,猫巷里的树语
iPhone 6,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:智障,4087718642893550,希望政府能安顿中国员工吧。。,大大大栗子先森,猫巷里的树语
OPPO R7 Plus,"回复<a href='http://m.weibo.cn/n/经验逼'>@经验逼</a>:这就是老娘大号，<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>发一条微博评论上千，咋的，笨狗看不懂?",4087718637779477,回复<a href='http://m.weibo.cn/n/你可能看到的是假网友'>@你可能看到的是假网友</a>:用什么小号发表言论 要用就用大号啊 那么怂 徐？,你可能看到的是假网友,经验逼
iPhone 6,回复<a href='http://m.weibo.cn/n/_OlaOla__'>@_OlaOla__</a>:维护国家利益没错，我也爱国，但看不惯政府总是这么下三流，特别对内！难听点就是为所欲为！就怕有一天轮到自己倒霉变成被打击对象，同样无法无天！,4087718613272225,"回复<a href='http://m.weibo.cn/n/esun123'>@esun123</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>我知道你的意思，但是咱俩观点不一样，就这样吧",esun123,_OlaOla__
三星android智能手机,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:你他妈担心这，你掏钱出来救济救济,4087718591832782,真是一帮蠢货，乐天关门你们高兴，那关门之后的中国员工呢？你们掏钱负责安顿吗？,肥肥的暖暖,穿啥裤子都往下掉
荣耀手机 勇敢做自己,那我们单位发的乐天玛特的超市卡到哪里退钱呀？,4087718541423531,-,爱吃水果的尹小姐,-
iPhone 6s Plus,"看到祖国这么流氓我就放心了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tian-52ea252705.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tian-52ea252705.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tian-52ea252705.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tian-52ea252705.png"" style=""width:1em;height:1em;;""></span>",4087718462262683,-,帅到对不起江东父老,-
iPhone 6,"心中有大国才有我们的小家<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png"" style=""width:1em;height:1em;;""></span>",4087718458271054,-,神经少女的潇洒与自如,-
YunOS,干得漂亮,4087718419863763,-,她叫泡沫_867,-
OPPO R7 Plus,回复<a href='http://m.weibo.cn/n/经验逼'>@经验逼</a>:呦，这就生气了啊~你好不爱国呦,4087718411463525,"回复<a href='http://m.weibo.cn/n/你可能看到的是假网友'>@你可能看到的是假网友</a>:你在现实生活中就那么苦？我要死也得等到你这种人死了我才安心啊 <a href=""http://weibo.cn/sinaurl?f=w&amp;u=http%3A%2F%2Ft.cn%2FR6UJyhb"">http://t.cn/R6UJyhb</a>",你可能看到的是假网友,经验逼
nubia Z11 mini,回复<a href='http://m.weibo.cn/n/你是我若即若离的梦啊'>@你是我若即若离的梦啊</a>:可是华为所有手机的存储和运存都是三星的订单！你说这个怎么办呢？,4087718394659633,回复<a href='http://m.weibo.cn/n/小散老段'>@小散老段</a>:哦国产麒麟前两年只有高通一半不到的速度，今年已经960已经赶上，估计明年屏幕就一样了芯片全面超越……你这些话三年前说说还行这两年国产电子产品基本都到国际一流水平了还有你这种人真是搞不懂。,小散老段,你是我若即若离的梦啊
金立智能手机,人就是贵在有自知之明， 一开始警告你的时候你没有 现在又有了？ 好笑😌,4087718377615748,-,休家一枚货,-
还没想好Android,回复<a href='http://m.weibo.cn/n/奔跑的蜗牛1121'>@奔跑的蜗牛1121</a>:感觉评论里一些自以为是的人不懂别人在说什么,4087718344246869,"看到祖国这么流氓我就放心了，这盛世如你所愿。下一个该抵制的国家是谁，我已经准备好了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",Sailly_,奔跑的蜗牛1121
三星android智能手机,回复<a href='http://m.weibo.cn/n/统一口径就是真相'>@统一口径就是真相</a>:你才无耻╮（﹀＿﹀）╭,4087718332259216,‘因消防整顿’而关闭，无耻之极！,肥肥的暖暖,统一口径就是真相
iPhone 6s,回复<a href='http://m.weibo.cn/n/你可能看到的是假网友'>@你可能看到的是假网友</a>:用什么小号发表言论 要用就用大号啊 那么怂 徐？,4087718294437341,回复<a href='http://m.weibo.cn/n/经验逼'>@经验逼</a>:你死了能把萨德撤了最好了，哎，，,经验逼,你可能看到的是假网友
HUAWEI Mate 8,这就对了,4087718273338500,-,赵大花z,-
iPhone 6,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:战争死亡的都是士兵，那是不是被人打的时候不反抗？,4087718260486819,闹完之后，下岗的都是中国的员工,刚好遇见你02,Kevin君格君格Durant
iPhone 6s Plus,回复<a href='http://m.weibo.cn/n/margk'>@margk</a>:就算你是水军 也祝你不得好死！背叛国家的人 凌迟！,4087718256537241,中国就是个几把国家,奚旺是我,margk
iPad mini,回复<a href='http://m.weibo.cn/n/风无影134521'>@风无影134521</a>:没人管东管下岗的女工，他们只管扫黄大快人心。,4087718255963846,没人管下岗职工的死活，他们只管&quot;爱国&quot;,手撕牛肉与一根葱,风无影134521
iPhone 6 Plus,回复<a href='http://m.weibo.cn/n/krystor蒋'>@krystor蒋</a>:是，比如房价，但是大是大非面前希望中国人能团结，不要享受着国家的给予安全环境，又在这说中国不好，你说来？,4087718155288168,"回复<a href='http://m.weibo.cn/n/爸爸麻麻的小棉袄'>@爸爸麻麻的小棉袄</a>:说实话，中国有些政策真的不是很和善也不是很公正，实话实说不撕逼<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png"" style=""width:1em;height:1em;;""></span>",爸爸麻麻的小棉袄,krystor蒋
sun心病狂vivo,回复<a href='http://m.weibo.cn/n/杨梵希全国总代'>@杨梵希全国总代</a>:楼主挺住  不要跟一些自认为懂很多的智障计较,4087718139430554,失业的中国人可以再找工作，远比韩狗赚着中国人的钱，买着萨德对准中国要强的多，那些员工的工资影响的了韩国花钱整萨德对准中国吗？但一天1千多亿韩元损失是个小小的打击吧！个人意见，喷子狗千万别点我回复我！,祁夏牙大人,杨梵希全国总代
Sir's P9Android,回复<a href='http://m.weibo.cn/n/V妙V笑'>@V妙V笑</a>:先有家，再有国,4087718113938093,孰轻孰重网友分不清了？等到国没有了，更不用想去哪上班了。这可是军事战略，是国家安身立命的根本，没有了国家安全，我们什么都不是。,水中牛仔,V妙V笑
iPhone 6,那还有买小饰品的 韩流尚品貌似也是韩国的吧，前两天在我们长沙的步行街内看到客流量也不少呐,4087718109734587,-,櫘小櫘,-
iPhone 6s,<a href='http://m.weibo.cn/n/Daisy-kmoon'>@Daisy-kmoon</a> 超市工作人员真的不会没工作的。。物美加油,4087718055129291,-,黄丹Diana,Daisy-kmoon
360奇酷手机（金色）,回复<a href='http://m.weibo.cn/n/margk'>@margk</a>:一个连微博都没内容的小号，看来你连个鸡鸡都没有，可怜呀，没种,4087718004486615,中国就是个几把国家,千里雾蒙蒙,margk
荣耀手机 勇敢做自己,回复<a href='http://m.weibo.cn/n/天国的龙娇天'>@天国的龙娇天</a>:那你移民吧,4087717996323183,回复<a href='http://m.weibo.cn/n/章大人GMAT'>@章大人GMAT</a>:没看到，都全在跑路嘛。。锁国的脚步静悄悄,鱼rroar,天国的龙娇天
华为P8,乐天爱死就死我不关心，我只知道萨德还是布置了,4087717988444115,-,布黎琪中,-
sun心病狂vivo,回复<a href='http://m.weibo.cn/n/杨梵希全国总代'>@杨梵希全国总代</a>:说的对,4087717933342397,失业的中国人可以再找工作，远比韩狗赚着中国人的钱，买着萨德对准中国要强的多，那些员工的工资影响的了韩国花钱整萨德对准中国吗？但一天1千多亿韩元损失是个小小的打击吧！个人意见，喷子狗千万别点我回复我！,祁夏牙大人,杨梵希全国总代
荣耀手机 勇敢做自己,回复<a href='http://m.weibo.cn/n/章大人GMAT'>@章大人GMAT</a>:没有萨德，乐天会被抵制？！,4087717866863375,这么恶劣的投资环境，还有外企会来吗？,鱼rroar,章大人GMAT
iPhone 6s,"回复<a href='http://m.weibo.cn/n/愤怒的小豪猪'>@愤怒的小豪猪</a>:是啊我牛<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>",4087717736413601,回复<a href='http://m.weibo.cn/n/Arisa_一个人去旅行'>@Arisa_一个人去旅行</a>:你屌你屌，我懒得和你争,Arisa_一个人去旅行,愤怒的小豪猪
微博 HTML5 版,好事，好事，关完最好！,4087717736412938,-,刘芳022,-
iPhone 6s,回复<a href='http://m.weibo.cn/n/你可能看到的是假网友'>@你可能看到的是假网友</a>:你在现实生活中就那么苦？我要死也得等到你这种人死了我才安心啊 ,4087717728169689,回复<a href='http://m.weibo.cn/n/经验逼'>@经验逼</a>:你死了能把萨德撤了最好了，哎，，,经验逼,你可能看到的是假网友
荣耀8 美得与众不同,有国才有家,4087717711656077,-,1987小小丸子,-
iPhone SE,"回复<a href='http://m.weibo.cn/n/溪上漂流'>@溪上漂流</a>:绿帽虱也不甘示弱，抬起键盘兴奋地骂起了他们看不上又干不掉的小粉红<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",4087717689974924,粉红蛆如愿以偿，然而它主子早已改变了态度，最近各种巴结美国,西井刁馋,溪上漂流
iPhone 6s Plus,回复<a href='http://m.weibo.cn/n/感性的一剑'>@感性的一剑</a>:他们就是贱,4087717689974512,特么一个恶心的乐天，不该叫它关了吗？说的好像大批人员再也找不到其他工作等着饿死似得！政府手段确实不强硬，否则也不会这些小国轮番恶心人，但是国人抵制乐天是为了中国人的脸好不好！评论里这些汉奸莫非是某超级恶心的国家雇的水军？,奚旺是我,感性的一剑
iPhone 6 Plus,回复<a href='http://m.weibo.cn/n/日本武道馆'>@日本武道馆</a>:那萨德是几个意思，叙利亚，伊拉克是什么，居安思危,4087717660295296,回复<a href='http://m.weibo.cn/n/爸爸麻麻的小棉袄'>@爸爸麻麻的小棉袄</a>:被迫害妄想症,爸爸麻麻的小棉袄,日本武道馆
HUAWEI Mate 9 Pro,回复<a href='http://m.weibo.cn/n/小散老段'>@小散老段</a>:哦国产麒麟前两年只有高通一半不到的速度，今年已经960已经赶上，估计明年屏幕就一样了芯片全面超越……你这些话三年前说说还行这两年国产电子产品基本都到国际一流水平了还有你这种人真是搞不懂。,4087717639321502,回复<a href='http://m.weibo.cn/n/你是我若即若离的梦啊'>@你是我若即若离的梦啊</a>:不用韩国芯片不可能，不用韩国屏幕有可能！但是你得接受国产屏幕质量低价格也不便宜的现实！,你是我若即若离的梦啊,小散老段
OPPO R9,回复<a href='http://m.weibo.cn/n/Arisa_一个人去旅行'>@Arisa_一个人去旅行</a>:你屌你屌，我懒得和你争,4087717614152032,"回复<a href='http://m.weibo.cn/n/愤怒的小豪猪'>@愤怒的小豪猪</a>:不是说脏话才叫喷<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",愤怒的小豪猪,Arisa_一个人去旅行
Android,好样的，看得我都起鸡皮疙瘩了，国人还是厉害的,4087717605762431,-,丑八怪-cici,-
Smartisan T1,"不要小看政府，让你吃不了兜着走。<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",4087717581357381,-,余生-请duo指教,-
魅蓝 2,难道不应该吗？？搞了个笑,4087717560025250,-,YysQSpirit,-
华为麦芒4,第一，市场是中国的。没了乐天但会有天乐。第二，损失是有，应该是整体层面上和韩国的合作。不知道技术方面合作是不是停了。而这个损失中国一定也不想有的。第三乐天宁可损失这么大也要支持自家政策，无论是自愿还是被迫，韩国人都应该给乐天点赞。,4087717514030346,-,mirazhang,-
小米手机2S,回复<a href='http://m.weibo.cn/n/溪上漂流'>@溪上漂流</a>:覆巢之下岂有完卵,4087717459426041,粉红蛆如愿以偿，然而它主子早已改变了态度，最近各种巴结美国,暴雪兽,溪上漂流
够快才畅快vivoX6Plus,为什么一个开超市的敢叫板一个国家？？,4087717434878682,-,菜刀丶,-
水底捡来的iPhone 6s Plus,回复<a href='http://m.weibo.cn/n/奔跑的蜗牛1121'>@奔跑的蜗牛1121</a>:为什么你们都看不出是友军...？那些喷的人有问题吧,4087717391825475,"看到祖国这么流氓我就放心了，这盛世如你所愿。下一个该抵制的国家是谁，我已经准备好了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",嘿妳好吖,奔跑的蜗牛1121
iPhone,ia,4087717362860439,-,LL_Earl,-
荣耀V8 脱影而出,"回复<a href='http://m.weibo.cn/n/李晶磊'>@李晶磊</a>:笑<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span>",4087717355308536,然后中国员工大量失业,青泽成黄,李晶磊
三星 Galaxy S7,回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:什么微博下都能看见你这种骗赞的智障,4087717350764920,你们有没有发现微博的赞变成蓝色了,耀眼的番茄酱,说个晚安
OPPO R9,"回复<a href='http://m.weibo.cn/n/Arisa_一个人去旅行'>@Arisa_一个人去旅行</a>:那你告诉我，我用了半个脏字吗，这算喷<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",4087717300055825,"回复<a href='http://m.weibo.cn/n/愤怒的小豪猪'>@愤怒的小豪猪</a>:他那句流氓是赞美好吗，然而……你让人家去移民？<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",愤怒的小豪猪,Arisa_一个人去旅行
Android客户端,自食其果,4087717245709202,-,用户2nihtdohci,-
iPhone 6s,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:智障啊,4087717245707391,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",野生凹凸曼曼,羞涩的起哄架秧子星人
OPPO R9,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:sb,4087717204300881,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",阿瑞斯爱上维纳斯,羞涩的起哄架秧子星人
荣耀畅玩4C,回复<a href='http://m.weibo.cn/n/TONY3093-李诚涌'>@TONY3093-李诚涌</a>:说话要有点常识，不是乐天多仁义，而是劳动法规定雇主在雇佣雇员期间必须支付工资，除非你把人家开了。但雇员在无大错的情况下被解雇，雇主要额外支付赔偿金，要是遇到这种集体辞退，找劳动仲裁让雇主赔三四个月工资不成问题。,4087717195093253,"<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/doraemon/dr_weixiao-596608a586.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>雇员都是本土的，人家在停业期间还要支付雇员薪资，活脱脱一幕，您不仁我还有义，安好。问好。",VictorLeocia,TONY3093-李诚涌
华为手机,回复<a href='http://m.weibo.cn/n/章大人GMAT'>@章大人GMAT</a>:商人逐利，别想太多,4087717153515195,这么恶劣的投资环境，还有外企会来吗？,论小逗,章大人GMAT
iPhone 6,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:键盘侠,4087717144330087,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",亦菲亦凡,羞涩的起哄架秧子星人
nubia Z11 mini,回复<a href='http://m.weibo.cn/n/你是我若即若离的梦啊'>@你是我若即若离的梦啊</a>:还有小米连超低端的芯片也造不出来，国产旗舰他用毛的啊？,4087717136289976,回复<a href='http://m.weibo.cn/n/小散老段'>@小散老段</a>:哦正好不用韩国芯片和屏幕了。华为和小米旗舰机以后都会是国产芯片。用的挺好，只有低端才用韩国的。以后估计慢慢全部取代 。,小散老段,你是我若即若离的梦啊
iPhone 7,回复<a href='http://m.weibo.cn/n/sunny默小晴'>@sunny默小晴</a>:不知道没去过,4087717131745613,<a href='http://m.weibo.cn/n/--默小洁'>@--默小洁</a> 你那听了吗,--默小洁,sunny默小晴
iPhone 6s,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:智障,4087717010733803,希望政府能安顿中国员工吧。。,野生凹凸曼曼,猫巷里的树语
Android客户端,萨德布韩有害无益,4087717001706203,-,老推心置腹肖祥意,-
iPhone 7,回复<a href='http://m.weibo.cn/n/stanly111'>@stanly111</a>:你好像sb一样，除了乐天别的地方找不到工作了？一个基层工作而已好像没了乐天就找不到可替代的似的,4087716972929340,回复<a href='http://m.weibo.cn/n/我不善良但漂亮吖'>@我不善良但漂亮吖</a>:一个超市几百人，20多个呢,用户17294917,stanly111
红米Note 2,<a href='http://m.weibo.cn/n/--默小洁'>@--默小洁</a> 你那听了吗,4087716951367655,-,sunny默小晴,--默小洁
OPPO R9,1160亿韩元相当于多少人民币啊,4087716947524877,-,阿瑞斯爱上维纳斯,-
OPPO R9,回复<a href='http://m.weibo.cn/n/老年弱智'>@老年弱智</a>:居然是友军=_=，好气啊，意大利炮错人了,4087716922781818,回复<a href='http://m.weibo.cn/n/愤怒的小豪猪'>@愤怒的小豪猪</a>:住手。 这是友军,愤怒的小豪猪,老年弱智
OPPO R9,回复<a href='http://m.weibo.cn/n/冷眼看浮生若梦烟雨化飞龙'>@冷眼看浮生若梦烟雨化飞龙</a>:那当初就不要去韩国人的超市工作。一开始就是韩国人自己搞萨德要超市在中国开不下去，又不是政府把超市逼走的,4087716868173215,回复<a href='http://m.weibo.cn/n/不一样的烟火xixi'>@不一样的烟火xixi</a>:一个两个正常离职不需要，人多了就不一样了，就像特郎普为什么想把企业拉回去给美国人提供就业机会是一样的，这个确实是政府要负责的，不容推辞。,孤独的牧羊人816,冷眼看浮生若梦烟雨化飞龙
iPhone 6s Plus,三胖子的第六课核弹又要爆了哦。就在东北边境哦。别的不多说了,4087716847168429,-,麦克尔甜瓜舅,-
前置双摄vivo X9,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:长这么大我还没去过乐天买东西,4087716830365267,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……,爱吃大饼丨,maliry98
vivo智能手机客户端,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:中国这块肥肉你乐天享受不了 没你我们还不能活？哈哈,4087716817761817,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……,Hello抗韩吗,maliry98
魅蓝 5,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:真棒,4087716813367174,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……,curcurcurcurcurry,maliry98
iPhone 6,"回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:中国Sb储量世界第一，年产值占50%以上，总储量73%<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>",4087716809867507,萨德是目前世界上最厉害的武器。因为它不仅仅可以发现导弹，还可以发现SB。,污萌小君,穿啥裤子都往下掉
360奇酷手机（金色）,有的评论真是搞笑，别人都欺负到家门口了，不发飙当我们傻呀呵呵，至于那一口一个你国的，请别用汉字，都不是中国人请麻溜利索地滚出中国领地去,4087716800961044,-,千里雾蒙蒙,-
Android客户端,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:看💝A💝片💝➕微:eue1144~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~s,4087716762861934,闹完之后，下岗的都是中国的员工,思春嚷榜臣迅田智,Kevin君格君格Durant
Android客户端,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:看💝A💝片💝➕微:eue1144~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,4087716750813461,萨德是目前世界上最厉害的武器。因为它不仅仅可以发现导弹，还可以发现SB。,思春嚷榜臣迅田智,穿啥裤子都往下掉
Android客户端,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:看💝A💝片💝➕微:eue1144~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~s,4087716738702145,希望政府能安顿中国员工吧。。,思春嚷榜臣迅田智,猫巷里的树语
魅族 MX4,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:刚好给其他超市腾地方，我从来没去乐天讲真。,4087716729352508,闹完之后，下岗的都是中国的员工,每天都失眠的D,Kevin君格君格Durant
Android客户端,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:看💝A💝片💝➕微:eue1144~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,4087716725150565,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……,思春嚷榜臣迅田智,maliry98
