reply_name,name,text,source,comment_id,reply_text
你可能看到的是假网友,-故事里的小红花,回复<a href='http://m.weibo.cn/n/你可能看到的是假网友'>@你可能看到的是假网友</a>:因为，父母农村的，要生儿子！！！,iPhone 6s Plus,4087647553431547,回复<a href='http://m.weibo.cn/n/孤单也倔强'>@孤单也倔强</a>:就像我不理解你们那儿怎么计划生育还能搞出来那么多孩子一样，你也不了解我可能才上大学一年多
羞涩的起哄架秧子星人,崔大和蛋清,"回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:你这个想法太无脑了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span>",三星 GALAXY S6 edge,4087647545164779,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>"
溪上漂流,刑育森_,回复<a href='http://m.weibo.cn/n/溪上漂流'>@溪上漂流</a>:大家骂完别忘了随手举报,iPhone 7 Plus,4087647536031208,粉红蛆如愿以偿，然而它主子早已改变了态度，最近各种巴结美国
不认识爱情,小赛艇跑得快,回复<a href='http://m.weibo.cn/n/不认识爱情'>@不认识爱情</a>:失业后带来什么后果你知道吗？社会动乱？犯罪率激增？,iPhone,4087647527987587,"回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:说的好像我们中国人换个商场就不会干了一样<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>"
猫巷里的树语,青椒红椒油辣子,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:有的员工是品牌厂家派驻超市的，厂家给他换个卖场，有的超市自有员工会找到其他商家做同样岗位，有的超市里的有技术含量的员工换家超市没那么麻烦，还不说有的人想借此退休的改行的。还有的领着失业保险休息一会的……,iPhone 5s,4087647477054200,希望政府能安顿中国员工吧。。
来说出我的微博名,就改朱宁乐看你还被占用不,"回复<a href='http://m.weibo.cn/n/来说出我的微博名'>@来说出我的微博名</a>:当初闹着关乐天的是他们  关了乐天又担心员工的是他们。不管啥事他们都有理<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",iPhone 6s,4087647468846054,"评论有毒。跟前几天完全不是一个风向，都不管什么国家安全就记得惦记原乐天员工了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>乐天关闭这么久了我没看见任何员工因失业闹事，只看见一群键盘侠逼逼叨叨<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>"
三叶草198811,fxtxccutr,"回复<a href='http://m.weibo.cn/n/三叶草198811'>@三叶草198811</a>:刚需 只是消费者不会因为价格等因素大量减少购买仍然有需求  跟因为超市关门的就业人员没屁大点关系   <span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_keai-9f81f72301.png"" style=""width:1em;height:1em;;""></span>",,4087647460809897,回复<a href='http://m.weibo.cn/n/fxtxccutr'>@fxtxccutr</a>:呵呵，你以为他们本来有福利吗，sb，而且这些岗位存在竞争吗，你们楼下的超市倒了不会开新的？这些消费属于刚性需求而且开超市不需要技术的东西倒了就开新的，如果你是高科技倒了盗无所谓，你个弱智，和我讨论这个
-,柠檬蜂蜜_Lemon,能在中国开这么多家 说明这家企业确实庞大而且之前确实受消费者喜爱和信赖 而现在一一关闭 对那些中国员工却并没有多少好处 歇业发工资的状态不会长久,,4087647440433861,-
SmileY童Y,魔法少女卢本萎,回复<a href='http://m.weibo.cn/n/SmileY童Y'>@SmileY童Y</a>:你没觉得所有人都对一个人有意见的时候，真的不是那个人自身的问题嘛？,乐1s,4087647389426741,回复<a href='http://m.weibo.cn/n/奔跑的蜗牛1121'>@奔跑的蜗牛1121</a>:不是我们要抵制谁，是一个国家强大了，总有眼红咱们的国家要抵制咱们！
-,小小费费费费费,底下的美国加州牛肉面瑟瑟发抖,iPhone 6,4087647284100201,-
陆压-道君,小赛艇跑得快,回复<a href='http://m.weibo.cn/n/陆压-道君'>@陆压-道君</a>:你不就是自以为是的sb吗,iPhone,4087647267547743,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:最最重要的是可以让自以为聪明的真正SB一览无余
maliry98,斯嘉丽的小木屋,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:你妈真有意思,三星android智能手机,4087647239058757,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……
速度二,写五进三,"回复<a href='http://m.weibo.cn/n/速度二'>@速度二</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>真可怜",iPhone 6s Plus,4087647171714905,"回复<a href='http://m.weibo.cn/n/写五进三'>@写五进三</a>:经典的我朋友系列<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-bdd6ceb619.png"" style=""width:1em;height:1em;;""></span>"
Kevin君格君格Durant,崔大和蛋清,"回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:到那个超市都是一样上班，中国这么多企业呢<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",三星 GALAXY S6 edge,4087647150321342,闹完之后，下岗的都是中国的员工
Kevin君格君格Durant,天才啊V,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:别逗了，超市的工作也算工作，哪找不到,iPhone 7,4087647120833829,闹完之后，下岗的都是中国的员工
cloud-brand,齐鲁之,回复<a href='http://m.weibo.cn/n/cloud-brand'>@cloud-brand</a>:三胖，不听话折腾完了。收拾烂摊子的还是中国，收拾好设个朝鲜省，孩子不听话家长什么时候才能省心,iPhone客户端,4087647062035681,韩国不出几年自己就回到祖国的怀抱，秦朝到清朝一直是中国的，回来之后我们还是56个民族只是鲜族人比例会暴涨。所以大家要理智
Doneover_,背影的倒影是湛蓝色,<a href='http://m.weibo.cn/n/Doneover_'>@Doneover_</a> 因消防整顿被勒令停业_可怕,荣耀6 Plus,4087647041036168,-
-,月牙泊,把那些三观不正没有下限的评论点赞送上热评的人 要么就是跟那些人一样三观不正无下限 要么就是想让人们看看那些zz,iPhone 6,4087647028226186,-
-,隔碧老宋,下一个要抵制的是哪个国家，我们键盘侠已经准备好了,魅族 MX5,4087647008247116,-
-,Akatuki_shin,中国的劳工下岗了，中国的供应商被退货了，地方的土地又要重新招商了……费了那么大劲，萨德依然站在那里，微笑着看我们装逼。我们真的胜利了吗？依如那场得不偿失的朝鲜战争,索尼Xperia Z2 4G LTE,4087646994848131,-
独自行走胖胖,贾欣文,回复<a href='http://m.weibo.cn/n/独自行走胖胖'>@独自行走胖胖</a>:想什么，再怎么想，&quot;没有墙哪有砖&quot;这句话也是说不通的?,华为平板,4087646927995771,回复<a href='http://m.weibo.cn/n/贾欣文'>@贾欣文</a>:你多想想吧
-,W下凡的小仙女卷卷1211,"看了评论 我忽然发现我是个没主见的人 我感觉说的挺有道理的<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>",iPhone客户端,4087646902386709,-
-,我是抹布丁麻麻,国没了，你就业有啥用！,小米Note,4087646860440505,-
esun123,洋娃娃和小熊跳舞o_o,回复<a href='http://m.weibo.cn/n/esun123'>@esun123</a>:没让你来啊，你可以滚了。,前置双摄vivo X9,4087646856520354,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:很多小粉红的论点是萨德就是针对中国，攻击中国，等同于要了他们的命！而朝鲜的核弹只是吓唬吓唬，撒娇而已！一个国家动用卑鄙手段攻击一个合法企业，这很正当！不知道其他外企怎么想？一个良好法治的经营环境都没有，那我干嘛要来你国？
maliry98,酷炫的楊詩意,"回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:看到有人说自己妈妈老了很多地方都不要<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>说层主不心疼<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>既然都到了退休的年纪还要去上班，你就不心疼了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>你老了吗?去上班啊<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>去挣钱啊<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>去养活你妈妈不是更好<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>",华为P9手机摄影再突破,4087646856245844,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……
霍小伙,白浅浅浅浅浅1024,回复<a href='http://m.weibo.cn/n/霍小伙'>@霍小伙</a>:所以在微博上我只讨论明星不讨论政治，看不过去了偶尔说上一句╭(╯^╰)╮,OPPO R9s,4087646836243261,回复<a href='http://m.weibo.cn/n/白浅浅浅浅浅1024'>@白浅浅浅浅浅1024</a>:小姑娘，看了眼你的微博，我还是觉得追星更适合你，别参与政治了，这东西没你想的那么简单
国服第一小乔啊,鬼-鬼_鬼,"回复<a href='http://m.weibo.cn/n/国服第一小乔啊'>@国服第一小乔啊</a>:不好意思，是民众自发抵制乐天，政府没有出政策。你还想让一个倒打一耙的外国企业毁了一个中国么<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_sikao-7f3b022e72.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_sikao-7f3b022e72.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_sikao-7f3b022e72.png"" style=""width:1em;height:1em;;""></span>",OPPO R9,4087646810324498,一个国政策毁了一个企业
芥末酱酱酱,锦衣夜行的子非鱼大人,回复<a href='http://m.weibo.cn/n/芥末酱酱酱'>@芥末酱酱酱</a>:脑子有泡,三星GALAXY A,4087646810105027,回复<a href='http://m.weibo.cn/n/潇潇715'>@潇潇715</a>:你所谓的大是大非 除了满足虚荣 还有什么用？！本身就是外交不力，但凡跟韩国/美国协调好，还能有乐天什么事儿吗？！以百姓的民生作为牺牲，只是没挨到你头上罢了。超市工作的本来就是经济基础不那么好，学历不那么高的人群，你再让他们去找工作，对于一个家庭来说是怎样的重负？以消防为由停顿真小人
-,吓死小生也,与其被别人抽不如自己抽自己，我可以这么理解吗,三星GALAXY A,4087646806742753,-
Kevin君格君格Durant,景04027,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:表面目前是这样，根本是保护国家安全反对萨德,华为手机,4087646801715905,闹完之后，下岗的都是中国的员工
打酱油的小琳达,ai__米粒,回复<a href='http://m.weibo.cn/n/打酱油的小琳达'>@打酱油的小琳达</a>:想太多，只能拿底薪了,iPad客户端,4087646742990845,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:为啥有这么多人看不到，停业期间照常支付工资这句？！不用工作了还有钱拿的好么
羞涩的起哄架秧子星人,洋娃娃和小熊跳舞o_o,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:🙄🙄🙄真是想多了，你还是个中国人吗，自会有新的企业入驻，有什么好担心。,前置双摄vivo X9,4087646735007379,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>"
郭哥我很爱你,锦衣夜行的子非鱼大人,回复<a href='http://m.weibo.cn/n/郭哥我很爱你'>@郭哥我很爱你</a>:脑子有坑？,三星GALAXY A,4087646701497382,回复<a href='http://m.weibo.cn/n/潇潇715'>@潇潇715</a>:开始闭关锁国喽，马上变成朝鲜啦
-,别碰我相机,有些人总在不知情的情况下劝我大度，韩国捅你一刀，血还没擦干净呢，这些网友就上来劝中国你要大度，对于你们这些人我还是离远点，毕竟雷劈你们别连累大家！你们他妈死不死！死不死,,4087646617152530,-
陆压-道君,雨崩客,"回复<a href='http://m.weibo.cn/n/陆压-道君'>@陆压-道君</a>:不知所云<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-bdd6ceb619.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-bdd6ceb619.png"" style=""width:1em;height:1em;;""></span>",iPhone 6s,4087646613270553,"回复<a href='http://m.weibo.cn/n/雨崩客'>@雨崩客</a>:哦，当年美国想必也是因为领导家属都在前苏联，所以才对古巴进行全面封锁并制定了入侵古巴的军事计划，而不是制定攻打前苏联的军事计划。是吧<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-bdd6ceb619.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-bdd6ceb619.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-bdd6ceb619.png"" style=""width:1em;height:1em;;""></span>"
-,一只大大的抽疯基,没国哪有家,iPhone 6s Plus,4087646592284431,-
Kevin君格君格Durant,Allen-Z,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:果然喜欢kd的和他一个鸟样 脑后有反骨,iPhone 7,4087646571625114,闹完之后，下岗的都是中国的员工
芥末酱酱酱,__anna,回复<a href='http://m.weibo.cn/n/芥末酱酱酱'>@芥末酱酱酱</a>:只是为了满足虚荣？脑残？乐天事先绝对评估过风险，但是还是怎么做 你以为没和军方协调？国内超市大把 还找不到工作？再说 这是国家利益 中国汉奸多就是因为一些人在考虑自己不考虑国家！,iPhone 6 Plus,4087646550038317,回复<a href='http://m.weibo.cn/n/潇潇715'>@潇潇715</a>:你所谓的大是大非 除了满足虚荣 还有什么用？！本身就是外交不力，但凡跟韩国/美国协调好，还能有乐天什么事儿吗？！以百姓的民生作为牺牲，只是没挨到你头上罢了。超市工作的本来就是经济基础不那么好，学历不那么高的人群，你再让他们去找工作，对于一个家庭来说是怎样的重负？以消防为由停顿真小人
-,iyien,不能继续维持经营当然主动关了,iPhone 6 Plus,4087646525669343,-
Kevin君格君格Durant,R_soRRyyyyy,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:哈哈哈望远镜都摆家门口了命都要没了还在担心那点员工就业问题？你这种智商都能想到的问题你以为政府想不到？,iPhone 6,4087646474746416,闹完之后，下岗的都是中国的员工
-,随时抖机灵的小豆芽儿,怀疑评论里很多为乐天，韩国洗地的汉奸。为了钱什么都干。煽动舆论。跟他讲道理，说市场会消化失业员工，别的超市会趁机抢市场。他们就说你站着说话不腰疼。这时候分不清孰轻孰重。限制乐天是为了国家稳定。照你们键盘侠说法，不抵制了，萨德部署就部署把，超市员工不能失业。真是一个新闻炸出多少智障,iPhone 6s Plus,4087646428894315,-
Kevin君格君格Durant,乐橙晨薇,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:这是闹吗？,iPhone客户端,4087646428829860,闹完之后，下岗的都是中国的员工
猫巷里的树语,美玉润泽,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:反正我们这沃尔玛倒了快一年了，挺大的地方还没租出去,华为P9手机摄影再突破,4087646424633470,希望政府能安顿中国员工吧。。
羞涩的起哄架秧子星人,OrAnOr,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:又不是不会有其他超市进驻，中国市场这么大一块肥肉，都抢着要好嘛，你在逗我,iPhone 7 Plus,4087646378975480,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>"
三叶草198811,fxtxccutr,回复<a href='http://m.weibo.cn/n/三叶草198811'>@三叶草198811</a>:小米定律真是一逮一个准,,4087646374775998,回复<a href='http://m.weibo.cn/n/fxtxccutr'>@fxtxccutr</a>:呵呵，你以为他们本来有福利吗，sb，而且这些岗位存在竞争吗，你们楼下的超市倒了不会开新的？这些消费属于刚性需求而且开超市不需要技术的东西倒了就开新的，如果你是高科技倒了盗无所谓，你个弱智，和我讨论这个
望先,青椒红椒油辣子,回复<a href='http://m.weibo.cn/n/望先'>@望先</a>:一个超市自有员工不会达到百多个的,iPhone 5s,4087646366186391,"回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:100家门店关闭对国内有什么影响<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_han-4ce3c6bac3.png"" style=""width:1em;height:1em;;""></span>没其他店接盘有什么影响<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_han-4ce3c6bac3.png"" style=""width:1em;height:1em;;""></span>一家超市里100左右个员工，一个城市还消化不了这100个员工么，也不知道你们这些娃瞎担心什么。"
吾生愿意牵尘,吾生愿意牵尘,回复<a href='http://m.weibo.cn/n/吾生愿意牵尘'>@吾生愿意牵尘</a>:有些评论就给我感觉就像失去了乐天，中国就不行了一样！,荣耀7 世界有点不同,4087646366186245,"就问我这样的标题能进UC吗？<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>标题1.中国人真的怕了，只因乐天主动关闭中国境内约20家门店. 标题2.韩国乐天关闭中国境内约20家门店，导致中国千万民众失业，现中国已人心惶惶。标题3震惊，韩国乐天关闭中国境内约20家门店，中国经济倒退回清朝末年！"
-,取个名字好难都被占用了,国难当头有些人思考的永远是自己的小利益，虽然我算不上高尚的人但是我宁愿换个工作也不愿意自己国家成为待宰的羔羊，国家有危险了你还能安稳的挣一个月两三千块钱嘛,好玩不过魅蓝 Note3,4087646336476666,-
-,Mirage酱,"我们这里都没有乐天的不说话<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",iPhone 6s,4087646307596617,-
Kevin君格君格Durant,洋娃娃和小熊跳舞o_o,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:干销售的并不担心市场问题，一个企业有了必然会有它的取代者,前置双摄vivo X9,4087646231851471,闹完之后，下岗的都是中国的员工
你可能看到的是假网友,宁小辰Smith,回复<a href='http://m.weibo.cn/n/你可能看到的是假网友'>@你可能看到的是假网友</a>:跟他们说这些没有意义，没用的，因为这些破事从来没有发生在这些愤青身上。,iPhone 7,4087646210541566,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:层主真巧，我妈也在超市工作，年龄快50了，开始根本超市不收的，但我妈看得开先从计时工做起，干了两年领导欣赏才破格转正的。试问如果公司倒闭了我妈的正式工作还有谁能给?再从头干两年吗?
maliry98,Alex同时到达终点,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:想起了一句话：可怜之人必有可恨之处。不喜勿喷，可以深思。,iPhone 6,4087646190295874,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……
Kevin君格君格Durant,娇娇娇娇娇zhj,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:中国人就得靠韩国呗？你怎么那么搞笑,OPPO R7s Plus,4087646189551790,闹完之后，下岗的都是中国的员工
-,老玖_MGL,呵呵,Biu Biu  iPhone 7 Plus,4087646164689974,-
羞涩的起哄架秧子星人,最是秋风惹人恼,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:说得好像你很懂一样！,HUAWEI Mate 9,4087646143159982,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>"
-,齐鲁之,韩国不出几年自己就回到祖国的怀抱，秦朝到清朝一直是中国的，回来之后我们还是56个民族只是鲜族人比例会暴涨。所以大家要理智,iPhone客户端,4087646110526733,-
羞涩的起哄架秧子星人,Cherry歆,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:还会有其他超市开的，没看过超市都是停一家开一家么,iPhone 6s,4087646110122235,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>"
-,一只dumpling,乐天关了说有别的超市马上入驻的，，入驻起码两三年。没这么快的，该失业的还是会失业。没这么快的，希望政府能好好安顿下。真不行给笔补助，等新超市开好还让有需要的人回来上班,iPhone 6s Plus,4087646101666877,-
-,小新爱漂亮,倒车，请注意...,iPhone 6s,4087646059687506,-
-,鬼-鬼_鬼,难道乐天开门前这些员工都是饿着的么？这么大个中国，每天多少家企业倒闭多少人失业，难道这些人都被饿死了？,OPPO R9,4087646021905947,-
麦琪的叮当叮当猫,ImmortalEcho,<a href='http://m.weibo.cn/n/麦琪的叮当叮当猫'>@麦琪的叮当叮当猫</a>,iPhone 6,4087646021905699,-
-,路灯亮起来,房贷？,荣耀畅玩4X·快科技,4087645950547383,-
找不着右,deer-youta,回复<a href='http://m.weibo.cn/n/找不着右'>@找不着右</a>:乐天关了中国就只有供销社了？我真的没懂你的脑回路,小米手机4s,4087645833013117,"回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:呵呵，以后中国只有供销社和百货大楼了，想想社会主义就是幸福啊。口号是:消灭资本家，打倒帝国主义<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_ganmao-babf39d6ae.png"" style=""width:1em;height:1em;;""></span>你们可以的，小粉红们。"
-,吾生愿意牵尘,"就问我这样的标题能进UC吗？<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>标题1.中国人真的怕了，只因乐天主动关闭中国境内约20家门店. 标题2.韩国乐天关闭中国境内约20家门店，导致中国千万民众失业，现中国已人心惶惶。标题3震惊，韩国乐天关闭中国境内约20家门店，中国经济倒退回清朝末年！",荣耀7 世界有点不同,4087645829519735,-
说个晚安,文刂日尧氵函,回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:变你妈,OPPO R9 Plus,4087645791297558,你们有没有发现微博的赞变成蓝色了
孤单也倔强,你可能看到的是假网友,回复<a href='http://m.weibo.cn/n/孤单也倔强'>@孤单也倔强</a>:就像我不理解你们那儿怎么计划生育还能搞出来那么多孩子一样，你也不了解我可能才上大学一年多,OPPO R7 Plus,4087645745930553,回复<a href='http://m.weibo.cn/n/你可能看到的是假网友'>@你可能看到的是假网友</a>:你妈都50了你也不小了吧？读了大学也应该出来工作了吧，我妈今年也50，我姐姐94我95我弟弟96，都已经大学毕业工作了，50应该要开始退休享清福了，而不是再去做各种体力活
-,南京赵泰萨克斯工作室,来苏果，华联上。,荣耀手机 勇敢做自己,4087645733337142,-
猫巷里的树语,那就17年一起飞,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:拿什么入驻？!连大学生就业都这么费劲，你怎么就那么肯定谁会安顿这些员工!!,柔光自拍vivo X7,4087645636414092,希望政府能安顿中国员工吧。。
章大人GMAT,小新爱漂亮,回复<a href='http://m.weibo.cn/n/章大人GMAT'>@章大人GMAT</a>:说到点子上了。改革开放唱了这么多年，富了那群二代，苦逼了这些穷过日子的。,iPhone 6s,4087645589821520,这么恶劣的投资环境，还有外企会来吗？
-,吃可爱长大的小阿逼,"我的鸡不是一般人能吃的<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haixiu-d0db32fd6f.png"" style=""width:1em;height:1em;;""></span>",红米Note 3,4087645585538832,-
-,包子包子有点皮,什么鸡巴下岗就业的，好嘛，那我们不抵制，然后你又要质问为什么不抵制，换作你是领导人你怎么处理嘛？别一天瞎鸡巴逼逼,iPhone,4087645497477994,-
-,郑老八,太好了 我们打了场大胜仗,iPhone 7 Plus,4087645489409783,-
Kevin君格君格Durant,文艺委员石乐志,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:乐天比你爱国,微博 HTML5 版,4087645484886736,闹完之后，下岗的都是中国的员工
勺子不吃烤冷面,木哈哈哈呵呵,回复<a href='http://m.weibo.cn/n/勺子不吃烤冷面'>@勺子不吃烤冷面</a>:图片评论 ,OPPO智能手机,4087645468425795,"回复<a href='http://m.weibo.cn/n/木哈哈哈呵呵'>@木哈哈哈呵呵</a>:图片评论 <a href=""http://weibo.cn/sinaurl?f=w&amp;u=http%3A%2F%2Ft.cn%2FR6yCmzw"">http://t.cn/R6yCmzw</a>"
maliry98,王姑娘碗里有肉,"回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:真的是智障，还有赞同你的，一窝都是<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",iPhone 6 Plus,4087645430337978,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……
